gov,gu,name,school,type,juso,student,class,x,y
중부,중구,환일중학교,중학교, 사립, 서울특별시 중구 환일길 47 ,21.6,12,37.5539764,126.9605364
서부,마포구,서울소의초등학교,초등학교, 공립,서울특별시 마포구 마포대로24길 42 ,22.3,25,37.5540391,126.9589568
서부,마포구,서울창천초등학교병설유치원,유치원,공립,서울특별시 마포구 백범로1길 56 ,23.3,3,37.5543316,126.9376256
서부,마포구,창천중학교,중학교, 공립, 서울특별시 마포구 백범로1길 ,25.7,33,37.5543316,126.9376256
강서,강서구,염창중학교,중학교, 공립, 서울특별시 강서구 양천로67가길 83 ,33.3,35,37.5543366,126.8697005
서부,마포구,서울서교초등학교,초등학교, 공립,서울특별시 마포구 와우산로23길 20-27  ,24.2,42,37.5544577,126.9235553
성동광진,광진구,경원유치원,유치원,사립,서울특별시 광진구 영화사로 89 ,21,3,37.5546912,127.0962488
성동광진,광진구,서울동의초등학교,초등학교, 공립,서울특별시 광진구 영화사로 111 ,24.2,42,37.5546912,127.0962488
성동광진,광진구,영화유치원,유치원,사립,서울특별시 광진구 영화사로 105 ,24.7,3,37.5546912,127.0962488
강동송파,강동구,신암중학교,중학교, 공립, 서울특별시 강동구 고덕로 65 ,28.8,30,37.5547749,127.1273916
강동송파,강동구,은새유치원,유치원,사립,서울특별시 강동구 고덕로 62 ,14.8,4,37.5547749,127.1273916
강서,강서구,서울염경초등학교,초등학교, 공립,서울특별시 강서구 양천로69길 49 ,28.1,37,37.5548311,126.8720968
강서,강서구,서울염경초등학교병설유치원,유치원,공립,서울특별시 강서구 양천로69길 49 ,23.3,3,37.5548311,126.8720968
강서,강서구,염경중학교,중학교, 공립, 서울특별시 강서구 양천로69길 35 ,30.4,26,37.5548311,126.8720968
성동광진,성동구,서울송원초등학교,초등학교, 공립,서울특별시 성동구 동일로43길 9 ,22.1,24,37.5549166,127.069682
성동광진,성동구,서울송원초등학교병설유치원,유치원,공립,서울특별시 성동구 동일로43길 9 ,23,2,37.5549166,127.069682
서울시,광진구,선화예술고등학교,고등학교, 특수목적고, 서울특별시 광진구 천호대로 664 ,41.8,24,37.5552376,127.0844079
서울시,용산구,신광여자고등학교,고등학교, 일반고, 서울특별시 용산구 청파로 263 ,22,21,37.5552616,126.968931
중부,용산구,신광여자중학교,중학교, 사립, 서울특별시 용산구 청파로 263 ,26.5,17,37.5552616,126.968931
중부,용산구,신광초등학교,초등학교, 사립,서울특별시 용산구 청파로 263 ,31.1,12,37.5552616,126.968931
성동광진,광진구,서울장안초등학교,초등학교, 공립,서울특별시 광진구 군자로 74 ,22.5,29,37.5554572,127.077107
성동광진,광진구,서울화양초등학교,초등학교, 공립,서울특별시 광진구 군자로 9 ,15.1,12,37.5554572,127.077107
성동광진,광진구,세종초등학교,초등학교, 사립,서울특별시 광진구 군자로 114 ,30.3,18,37.5554572,127.077107
강서,강서구,등촌제일유치원,유치원,사립,서울특별시 강서구 화곡로  66길 118,24.3,6,37.55545919,126.8592377
강서,강서구,등촌중학교,중학교, 사립, 서울특별시 강서구 공항대로 484-12 ,27.2,18,37.5554981,126.853861
강서,강서구,서울공항초등학교,초등학교, 공립,서울특별시 강서구 공항대로 91 ,11.6,16,37.5554981,126.853861
강서,강서구,서울공항초등학교병설유치원,유치원,공립,서울특별시 강서구 공항대로 91 ,17.5,4,37.5554981,126.853861
중부,중구,장원중학교,중학교, 공립, 서울특별시 중구 동호로15길 93-34 ,23.1,23,37.5555292,127.0087212
서울시,중구,장충고등학교,고등학교, 일반고, 서울특별시 중구 동호로15길 93 ,29.7,21,37.5555292,127.0087212
중부,중구,장충중학교,중학교, 사립, 서울특별시 중구 동호로15길 93 ,27.9,15,37.5555292,127.0087212
강동송파,강동구,강일중학교,중학교, 공립, 서울특별시 강동구 고덕로27길 12 ,31.1,26,37.5555465,127.1364718
서울시,강동구,선사고등학교,고등학교, 일반고, 서울 강동구 고덕로25길 17 ,26,32,37.5555465,127.1364718
북부,노원구,한울유치원,유치원,사립,서울특별시 노원구 덕릉로122길 12-6 ,13.4,8,37.5555704,127.1310095
강동송파,강동구,한울유치원,유치원,사립,서울특별시 강동구 올림픽로104길 36 ,20.8,4,37.5555704,127.1310095
서부,마포구,서울아현초등학교,초등학교, 공립,서울특별시 마포구 굴레방로 6 ,20.6,20,37.5555763,126.9558226
강서,강서구,서울가곡초등학교,초등학교, 공립,서울특별시 강서구 공항대로36길 74 ,28.7,30,37.5555863,126.8357391
서울시,중구,대경정보산업고등학교,고등학교, 특성화고(직업), 서울특별시 중구 매봉18길 111 ,27.3,19,37.5556098,127.017323
중부,중구,대경중학교,중학교, 사립, 서울특별시 중구 매봉18길 111 ,23.7,21,37.5556098,127.017323
중부,중구,동산초등학교,초등학교, 사립,서울특별시 중구 매봉18길 109 ,30.3,18,37.5556098,127.017323
성동광진,성동구,무학중학교,중학교, 공립, 서울특별시 성동구 행당로 120 ,31.5,35,37.555654,127.024965
성동광진,성동구,서울행현초등학교,초등학교, 공립,서울특별시 성동구 행당로 95 ,29.1,36,37.555654,127.024965
성동광진,성동구,에덴유치원,유치원,사립,서울특별시 성동구 행당로 79 ,23.3,6,37.555654,127.024965
중부,중구,약수유치원,유치원,사립,서울특별시 중구 동호로10길 30 ,11.4,11,37.5558258,127.0125472
서울시,강동구,배재고등학교,고등학교, 자율고, 서울특별시 강동구 고덕로 227 ,32.1,39,37.5561611,127.1510738
강동송파,강동구,배재중학교,중학교, 사립, 서울특별시 강동구 고덕로 227 ,32.9,28,37.5561611,127.1510738
강동송파,강동구,명일중학교,중학교, 공립, 서울특별시 강동구 양재대로156길 57 ,28.9,38,37.5563074,127.1488895
서울시,마포구,숭문고등학교,고등학교, 자율고, 서울특별시 마포구 숭문길 99 ,30.6,25,37.5563332,126.9465057
서부,마포구,숭문중학교,중학교, 사립, 서울특별시 마포구 숭문길 99 ,29.5,20,37.5563332,126.9465057
성동광진,성동구,서울금북초등학교,초등학교, 공립,서울특별시 성동구 행당로1길 13 ,22.1,41,37.5566404,127.0238028
서부,서대문구,신촌유치원,유치원,사립,서울특별시 서대문구 신촌로 43 ,31.3,4,37.5567066,126.944684
서울시,중구,경기여자상업고등학교,고등학교, 특성화고(직업), 서울특별시 중구 만리재로37길 30 ,24.9,15,37.5568392,126.965634
강동송파,강동구,서울명덕초등학교,초등학교, 공립,서울특별시 강동구 양재대로156길 11 ,28,41,37.55691115,127.1454677
중부,중구,서울봉래초등학교,초등학교, 공립,서울특별시 중구 손기정로 73 ,17,20,37.5569556,126.961618
서부,서대문구,서울창서초등학교,초등학교, 공립,서울특별시 서대문구 연세로5나길 30-3 ,18.5,14,37.5569596,126.9355887
강동송파,강동구,강명중학교,중학교, 공립, 서울특별시 강동구 상일로12길 56 ,26.6,23,37.5569624,127.1731965
서울시,마포구,한세사이버보안고등학교,고등학교, 특성화고(직업), 서울특별시 마포구 아현동 457-30 ,25.9,16,37.5570431,126.9517119
중부,중구,서울장충유치원,유치원,공립,서울특별시 중구 청구로17길 40 ,19.7,7,37.5572974,127.0112533
중부,중구,서울장충초등학교,초등학교, 공립,서울특별시 중구 청구로17길 40 ,22.9,42,37.5572974,127.0112533
서부,서대문구,서울대신초등학교,초등학교, 공립,서울 서대문구 이화여대2길 27 ,20,13,37.557388,126.9466294
서울시,중구,리라아트고등학교,고등학교, 특성화고(직업), 서울특별시 중구 소파로2길 24 ,28.4,18,37.5574448,126.9878648
중부,중구,리라초등학교,초등학교, 사립,서울특별시 중구 소파로2길 7 ,26.1,24,37.5574448,126.9878648
중부,중구,숭의여자대학교부설유치원,유치원,사립,서울특별시 중구 소파로 2길 10  ,31,2,37.5574448,126.9878648
중부,중구,숭의초등학교,초등학교, 사립,서울특별시 중구 소파로2길 10 ,32.8,18,37.5574448,126.9878648
강동송파,강동구,서울묘곡초등학교,초등학교, 공립,서울특별시 강동구 동남로79길 46 ,23.6,33,37.5575905,127.1542149
서부,마포구,서울동교초등학교,초등학교, 공립,서울특별시 마포구 월드컵로25길 86 ,25.8,52,37.5576257,126.8986699
성동광진,성동구,서울행당초등학교,초등학교, 공립,서울특별시 성동구 고산자로8길 6 ,22.9,33,37.5580641,127.0360354
서울시,강서구,경복여자고등학교,고등학교, 일반고, 서울특별시 강서구 화곡로63길 40 ,34.6,24,37.5582207,126.8493097
성동광진,성동구,한양여자대학교부속유치원,유치원,사립,서울특별시 성동구 살곶이길 200 ,26.7,6,37.55850315,127.0496311
성동광진,광진구,예일유치원,유치원,사립,서울특별시 광진구 천호대로111길 41 41,22.5,4,37.5588016,127.0832811
중부,중구,가명유치원,유치원,사립,서울특별시 중구 청파로 447-1 ,25,3,37.5591207,126.9674944
성동광진,광진구,서울용마초등학교,초등학교, 공립,서울특별시 광진구 천호대로113길 10 ,24.3,52,37.5592498,127.0841837
서부,서대문구,서울북성유치원,유치원,공립,서울특별시 서대문구 북아현로5나길 86-10 ,15.3,7,37.5592864,126.9519745
서부,서대문구,서울북성초등학교,초등학교, 공립,서울특별시 서대문구 북아현로5나길 84 ,20.1,33,37.5592864,126.9519745
중부,중구,근화유치원,유치원,사립,서울특별시 중구 동호로 20 ,31.7,3,37.5594065,127.0033232
강동송파,강동구,근화유치원,유치원,사립,서울특별시 강동구 고덕로62길 48 ,37,2,37.5594065,127.0033232
서부,마포구,서울성서초등학교,초등학교, 공립,서울특별시 마포구 성미산로7길 24 ,23.9,34,37.559479,126.9123724
서부,서대문구,신현유치원,유치원,사립,서울특별시 서대문구 이화여대8길 28 ,29.5,2,37.5595273,126.9494253
강서,강서구,등원중학교,중학교, 공립, 서울특별시 강서구 화곡로65길 50 ,27.5,32,37.5595576,126.8500736
강서,강서구,서울등원초등학교,초등학교, 공립,서울특별시 강서구 화곡로65길 90 ,17.8,18,37.5595576,126.8500736
강동송파,강동구,명덕유치원,유치원,사립,서울특별시 강동구 동남로83길 66 ,22.8,9,37.559826,127.1529543
성북,성북구,명덕유치원,유치원,사립,서울특별시 성북구 삼양로 74 ,10,4,37.559826,127.1529543
중부,중구,금호여자중학교,중학교, 공립, 서울특별시 중구 청구로 6 ,25.8,19,37.5598375,127.014871
중부,중구,서울남산초등학교,초등학교, 공립,서울특별시 중구 퇴계로22길 17 ,17,14,37.5600752,126.9865453
서부,마포구,서울망원초등학교,초등학교, 공립,서울 마포구 방울내로5길 28 ,20.7,18,37.5602525,126.9009518
강서,강서구,경서중학교,중학교, 공립, 서울특별시 강서구 양천로59길 31 ,28.8,14,37.5604641,126.859144
강동송파,강동구,고덕중학교,중학교, 공립, 서울 강동구 동남로82길 94 ,29.1,23,37.5605118,127.1652048
강동송파,강동구,서울강덕초등학교,초등학교, 공립,서울특별시 강동구 동남로82길 94-54 ,21.6,18,37.5605118,127.1652048
강동송파,강동구,서울강덕초등학교병설유치원,유치원,공립,서울특별시 강동구 동남로82길 94-54 ,22.3,3,37.5605118,127.1652048
서부,마포구,홍익유치원,유치원,사립,서울특별시 마포구 방울내로 47 ,35.3,4,37.5606159,126.9042042
강서,강서구,등촌이화유치원,유치원,사립,서울시 강서구 화곡로 63가길 26 ,16.6,5,37.56116045,126.9442576
강서,강서구,서울등현초등학교,초등학교, 공립,서울특별시 강서구 화곡로65길 124 ,25.4,30,37.5612711,126.8477874
성동광진,성동구,무학유치원,유치원,사립,서울특별시 성동구 무학봉15가길 4 ,20.5,2,37.5613144,127.0305365
강서,강서구,등명중학교,중학교, 공립, 서울특별시 강서구 공항대로39길 39 ,32.6,30,37.5613245,126.8445763
서울시,강서구,등촌고등학교,고등학교, 자율고, 서울특별시 강서구 공항대로39길 115 ,26.4,33,37.5613245,126.8445763
강서,강서구,보라유치원,유치원,사립,서울특별시 강서구 공항대로39길 100 ,20.2,5,37.5613245,126.8445763
강동송파,강동구,성보나유치원,유치원,사립,서울특별시 강동구 고덕로83길 68 ,30,3,37.5614466,127.1688943
강서,강서구,서울백석초등학교,초등학교, 공립,서울특별시 강서구 공항대로 491 ,24,31,37.5616091,126.8076801
중부,중구,서울충무초등학교,초등학교, 공립,서울 중구 퇴계로50길 13 ,21.3,15,37.5616318,127.0018387
중부,중구,서울충무초등학교병설유치원,유치원,공립,서울특별시 중구 퇴계로50길 13 ,19.3,3,37.5616318,127.0018387
성동광진,성동구,서울용답초등학교,초등학교, 공립,서울특별시 성동구 용답25길 1 ,20.9,32,37.5616533,127.0525393
성동광진,성동구,서울용답초등학교병설유치원,유치원,공립,서울특별시 성동구 용답25길 1 ,17.5,2,37.5616533,127.0525393
성동광진,성동구,서울사근초등학교,초등학교, 공립,서울특별시 성동구 사근동11길 16 ,17.7,15,37.561743,127.048124
성동광진,성동구,서울사근초등학교병설유치원,유치원,공립,서울특별시 성동구 사근동11길 16 ,15.8,4,37.561743,127.048124
성동광진,성동구,동마중학교,중학교, 공립, 서울특별시 성동구 마조로11길 18 ,26.8,24,37.5617972,127.040221
강동송파,강동구,서울고덕초등학교,초등학교, 공립,서울특별시 강동구 아리수로82길 42 ,16.6,14,37.5619229,127.1679642
서부,마포구,대진유치원,유치원,사립,서울특별시 마포구 성미산로11길 36 ,20,7,37.5620101,126.9162431
강서,강서구,유석초등학교,초등학교, 사립,서울특별시 강서구 화곡로69길 9 ,27.3,12,37.5622305,126.8511048
서울시,서대문구,인창고등학교,고등학교, 일반고, 서울특별시 서대문구 경기대로 65 ,31.7,29,37.5624239,126.9618419
서부,서대문구,인창중학교,중학교, 사립, 서울특별시 서대문구 경기대로 65 ,29.2,18,37.5624239,126.9618419
강서,강서구,서울송정초등학교,초등학교, 공립,서울특별시 강서구 공항대로3길 18 ,23,39,37.5624805,126.8102574
성동광진,성동구,서울무학초등학교,초등학교, 공립,서울특별시 성동구 무학봉15길 21 ,23.3,37,37.5626006,127.03076
강서,강서구,서울등명초등학교,초등학교, 공립,서울특별시 강서구 강서로56나길 34 ,14.1,18,37.5627175,126.8422659
강서,강서구,서울등양초등학교,초등학교, 공립,서울특별시 강서구 강서로56나길 140 ,20.3,19,37.5627175,126.8422659
중부,중구,서울흥인초등학교,초등학교, 공립,서울특별시 중구 청구로6길 11 ,20.7,21,37.5627711,127.0159968
중부,중구,서울청구초등학교,초등학교, 공립,서울특별시 중구 다산로 170 ,22.7,46,37.5629975,127.0153812
서울시,중구,성동공업고등학교,고등학교, 특성화고(직업), 서울특별시 중구 다산로 290 성동공업고등학교,24.5,33,37.5629975,127.0153812
중부,중구,수암유치원,유치원,사립,서울특별시 중구 다산로 32 ,7.3,12,37.5629975,127.0153812
서부,서대문구,중앙여자중학교,중학교, 사립, 서울특별시 서대문구 북아현로11가길 7 ,20.3,16,37.5631121,126.9542292
서부,서대문구,추계초등학교,초등학교, 사립,서울특별시 서대문구 북아현로11가길 7,24.3,12,37.5631121,126.9542292
서부,서대문구,이화여자대학교사범대학부속이화?금란중학교,중학교, 사립, 서울특별시 서대문구 성산로 520  ,31.6,26,37.5632542,126.9305674
서울시,서대문구,이화여자대학교사범대학부속이화금란고등학교,고등학교, 자율고, 서울특별시 서대문구 성산로 560 이화여자대학교사범대학부속이화.금란고등학교,32.6,36,37.5632542,126.9305674
서부,서대문구,벧엘유치원,유치원,사립,서울특별시 서대문구 연희로10길 17-6 ,20.2,6,37.5636987,126.9338102
동작관악,동작구,벧엘유치원,유치원,사립,서울특별시 동작구 장승배기로20길 46-3 ,23.8,6,37.5636987,126.9338102
성동광진,성동구,벧엘유치원,유치원,사립,서울특별시 성동구 행당로6길 97,37.4,8,37.5636987,126.9338102
서부,마포구,성서중학교,중학교, 공립, 서울 마포구 성산로4길 42 ,30.3,28,37.5638034,126.9093989
서울시,광진구,대원고등학교,고등학교, 일반고, 서울특별시 광진구 용마산로22길 26 ,36.1,36,37.5638447,127.0894276
성동광진,광진구,대원국제중학교,중학교, 사립, 서울특별시 광진구 용마산로22길 26  ,32.8,21,37.5638447,127.0894276
서울시,광진구,대원여자고등학교,고등학교, 일반고, 서울특별시 광진구 용마산로22길 26 ,33.4,39,37.5638447,127.0894276
서울시,광진구,대원외국어고등학교,고등학교, 특수목적고, 서울특별시 광진구 용마산로22길 26 ,30.1,34,37.5638447,127.0894276
서울시,중구,계성여자고등학교,고등학교, 일반고, 서울특별시 중구 명동길 74-1 ,29.3,26,37.5638495,126.9851142
중부,중구,서울신당초등학교,초등학교, 공립,서울특별시 중구 난계로 141 ,21.4,21,37.56397485,127.0237742
성동광진,광진구,아이조아유치원,유치원,사립,서울특별시 광진구 긴고랑로7길 65 ,12.7,3,37.5640035,127.0794494
서울시,중구,성동고등학교,고등학교, 자율고, 서울특별시 중구 퇴계로90길 17 ,26.8,36,37.5640199,127.0227128
서부,서대문구,경기초등학교,초등학교, 사립,서울특별시 서대문구 경기대로9길  10 ,28.8,24,37.5640206,126.9614011
동부,동대문구,서울군자초등학교,초등학교, 공립,서울특별시 동대문구 한천로6길 21 ,20.2,28,37.564027,127.0626549
동부,동대문구,서울군자초등학교병설유치원,유치원,공립,서울특별시 동대문구 한천로6길 21 ,12.8,5,37.564027,127.0626549
서울시,마포구,경성고등학교,고등학교, 일반고, 서울특별시 마포구 성미산로 111 ,31.9,30,37.5640708,126.9250115
서부,마포구,경성중학교,중학교, 사립, 서울특별시 마포구 성미산로 111 ,30.5,19,37.5640708,126.9250115
서부,마포구,마포대진유치원,유치원,사립,서울특별시 마포구 성미산로 110 ,25,11,37.5640708,126.9250115
서울시,마포구,홍익대학교사범대학부속여자고등학교,고등학교, 일반고, 서울특별시 마포구 성미산로 51 ,39.2,27,37.5640708,126.9250115
서부,마포구,홍익대학교사범대학부속여자중학교,중학교, 사립, 서울특별시 마포구 성미산로 51 ,33.5,26,37.5640708,126.9250115
서부,마포구,홍익대학교사범대학부속유치원,유치원,사립,서울특별시 마포구 성미산로 111 ,15.5,10,37.5640708,126.9250115
서부,마포구,홍익대학교사범대학부속초등학교,초등학교, 사립,서울특별시 마포구 성미산로 51 ,28.9,21,37.5640708,126.9250115
서울시,마포구,홍익디자인고등학교,고등학교, 특성화고(직업), 서울특별시 마포구 성미산로 111 ,30.1,21,37.5640708,126.9250115
서부,서대문구,이화여자대학교사범대학부속이화유치원,유치원,사립,서울특별시 서대문구 이화여대길 52 ,24.3,6,37.5643371,126.9468925
강서,강서구,방화중학교,중학교, 공립, 서울특별시 강서구 개화동로27길 9 ,31.9,23,37.5643826,126.8080988
서울시,성동구,덕수고등학교,고등학교, 특성화고(직업), 서울특별시 성동구 왕십리로 199 ,27.7,51,37.56448,127.02915
성동광진,성동구,행당중학교,중학교, 공립, 서울특별시 성동구 왕십리로 189 ,26,18,37.56448,127.02915
서부,서대문구,서울연희초등학교,초등학교, 공립,서울 서대문구 연희로 136 ,24.6,51,37.56452,126.92912
서울시,강동구,강일고등학교,고등학교, 일반고, 서울특별시 강동구 아리수로98길 40 ,25.6,30,37.5647685,127.1781818
강동송파,강동구,강일늘사랑유치원,유치원,사립,서울특별시 강동구 아리수로98길 62 ,19.1,10,37.5647685,127.1781818
서울시,중구,이화여자외국어고등학교,고등학교, 특수목적고, 서울특별시 중구 통일로4길 30 ,28.3,18,37.5648581,126.9685335
강동송파,강동구,서울강일초등학교,초등학교, 공립,서울특별시 강동구 아리수로98길 24 ,28.1,54,37.5650179,127.1772487
중부,중구,덕수중학교,중학교, 공립, 서울 중구 마른내로9길 10 ,21.3,20,37.56504745,126.9971676
강서,강서구,공항중학교,중학교, 공립, 서울특별시 강서구 방화대로 241 ,24.2,27,37.5650715,126.8165832
서울시,성동구,한양대학교사범대학부속고등학교,고등학교, 자율고, 서울특별시 성동구 마조로 42 ,34.7,36,37.5650789,127.04172
성동광진,성동구,한양대학교사범대학부속중학교,중학교, 사립, 서울특별시 성동구 마조로 42 ,27,27,37.5650789,127.04172
성동광진,성동구,송곡유치원,유치원,사립,서울특별시 성동구 무학로6길 41 ,36,2,37.5650946,127.0330292
성북,성북구,서울안암초등학교,초등학교, 공립,서울특별시 성북구 인촌로7가길 39 ,20.5,21,37.5651338,127.0823496
강서,강서구,대붕유치원,유치원,사립,서울특별시 강서구 허준로 176 ,30,5,37.5652368,126.8535763
강서,강서구,서울가양초등학교,초등학교, 공립,서울 강서구 허준로 186 ,22.2,19,37.5652368,126.8535763
강서,강서구,서울염강초등학교,초등학교, 공립,서울특별시 강서구 허준로 221-22 ,14.8,13,37.5652368,126.8535763
강서,강서구,서울탑산초등학교,초등학교, 공립,서울특별시 강서구 허준로 109 ,22.3,29,37.5652368,126.8535763
강서,강서구,성재중학교,중학교, 공립, 서울특별시 강서구 허준로 36 ,27.6,20,37.5652368,126.8535763
서울시,강서구,세현고등학교,고등학교, 일반고, 서울특별시 강서구 허준로 227 ,26.3,33,37.5652368,126.8535763
강서,강서구,신세기유치원,유치원,사립,서울특별시 강서구 허준로 47  ,29.4,5,37.5652368,126.8535763
강서,강서구,우리곰유치원,유치원,사립,서울특별시 강서구 허준로 23 ,21,5,37.5652368,126.8535763
강서,강서구,유니유치원,유치원,사립,서울특별시 강서구 허준로 175 ,16,5,37.5652368,126.8535763
강동송파,송파구,장미유치원,유치원,사립,서울특별시 송파구 올림픽로35길 118 ,28,3,37.5652368,126.8535763
강서,강서구,장미유치원,유치원,사립,서울특별시 강서구 허준로 139 ,31.6,5,37.5652368,126.8535763
강서,강서구,진일유치원,유치원,사립,서울특별시 강서구 허준로 121 ,19.2,6,37.5652368,126.8535763
강서,강서구,해리유치원,유치원,사립,서울특별시 강서구 허준로 234 ,18,7,37.5652368,126.8535763
서울시,중구,성동글로벌경영고등학교,고등학교, 특성화고(직업), 서울특별시 중구 퇴계로 375 ,24.2,31,37.5652647,127.0133464
성동광진,광진구,서울용곡초등학교,초등학교, 공립,서울특별시 광진구 용마산로22길 82 ,22.5,37,37.5652806,127.0879059
성동광진,광진구,용곡중학교,중학교, 공립, 서울특별시 광진구 용마산로22길 76 ,31.5,39,37.5652806,127.0879059
서부,마포구,꿈터유치원,유치원,사립,서울특별시 마포구 새터산2길 34 ,19,6,37.565341,126.908925
북부,노원구,꿈터유치원,유치원,사립,서울특별시 노원구 동일로230길 63 ,24,5,37.565341,126.908925
강서,강서구,공진중학교,중학교, 공립, 서울특별시 강서구 양천로55길 56 ,18.1,15,37.5653629,126.8495666
강동송파,강동구,유봉유치원,유치원,사립,서울특별시 강동구 아리수로 46-14 ,21.2,5,37.56541,127.17618
강서,강서구,서울공진초등학교,초등학교, 공립,서울특별시 강서구 양천로55길 22 ,10.4,12,37.56552885,126.8507986
강서,강서구,서울공진초등학교병설유치원,유치원,공립,서울특별시 강서구 양천로55길 22 ,26,2,37.56552885,126.8507986
동부,동대문구,서울안평초등학교,초등학교, 공립,서울특별시 동대문구 장한로14길 61 ,24.6,42,37.5655401,127.0708467
강서,강서구,공항제일유치원,유치원,사립,서울특별시 강서구 개화동로23길 100 ,28,2,37.5656569,126.809548
서부,서대문구,서울미동초등학교,초등학교, 공립,서울특별시 서대문구 충정로 52 ,23.5,28,37.5657953,126.9666351
동부,동대문구,사군자유치원,유치원,사립,서울특별시 동대문구 장한로5길 51 ,26.5,2,37.5658095,127.0629867
성동광진,광진구,서울중마초등학교,초등학교, 공립,서울특별시 광진구 동일로72길 43 ,23.1,28,37.5658243,127.0796769
성동광진,성동구,세인유치원,유치원,사립,서울특별시 성동구 마장로42길 12 ,29.3,3,37.56588,127.04575
성동광진,광진구,서울중광초등학교,초등학교, 공립,서울특별시 광진구 긴고랑로13길 59 ,18.2,18,37.5659379,127.0835072
성동광진,광진구,경하유치원,유치원,사립,서울특별시 광진구 동일로72길 9 ,34,1,37.5659946,127.0791407
서울시,성동구,무학여자고등학교,고등학교, 일반고, 서울특별시 성동구 고산자로 197 무학여자고등학교,33.5,49,37.5661836,127.036522
서부,서대문구,이화여자대학교사범대학부속초등학교,초등학교, 사립,서울특별시 서대문구 성산로 512-39 ,26.7,25,37.5664285,126.9231914
서울시,중구,한양공업고등학교,고등학교, 특성화고(직업), 서울특별시 중구 을지로 299 ,24.7,43,37.566448,127.004883
중부,중구,한양중학교,중학교, 사립, 서울특별시 중구 을지로 299길 ,26.1,15,37.566448,127.004883
서부,서대문구,자연유치원,유치원,사립,서울특별시 서대문구 수색로 100-95 ,20.6,7,37.5668793,126.9198359
북부,도봉구,자연유치원,유치원,사립,서울시 도봉구 마들로 567,25.6,7,37.5668793,126.9198359
서부,마포구,서울성원초등학교,초등학교, 공립,서울특별시 마포구 월드컵로36길 34 ,23.8,32,37.5670419,126.9039195
서부,마포구,서일유치원,유치원,사립,서울특별시 마포구 새터산16길 14 ,25.4,5,37.56746285,126.9081895
중부,중구,영락유치원,유치원,사립,서울특별시 중구 수표로 33 ,16.3,4,37.567547,126.9896042
중부,중구,서울광희초등학교,초등학교, 공립,서울특별시 중구 다산로 269 ,17.2,15,37.56755825,127.0151389
성동광진,성동구,솔유치원,유치원,사립,서울특별시 성동구 무학로 50  ,26.5,6,37.5677236,127.0301627
서부,서대문구,동명여자중학교,중학교, 사립, 서울특별시 서대문구 독립문로 49 ,28.3,16,37.5679034,126.9629603
서울시,동대문구,동국대학교사범대학부속고등학교,고등학교, 일반고, 서울특별시 동대문구 장안벚꽃로 201 ,38.8,34,37.5683227,127.0751874
동부,동대문구,동국대학교사범대학부속중학교,중학교, 사립, 서울특별시 동대문구 장안벚꽃로 201 ,28.6,24,37.5683227,127.0751874
동부,동대문구,서울휘봉초등학교,초등학교, 공립,서울특별시 동대문구 장안벚꽃로 309 ,23.6,41,37.5683227,127.0751874
동부,동대문구,서울휘봉초등학교병설유치원,유치원,공립,서울특별시 동대문구 장안벚꽃로 309 ,26,2,37.5683227,127.0751874
동부,동대문구,세하유치원,유치원,사립,서울특별시 동대문구 장안벚꽃로 107 ,24.4,9,37.5683227,127.0751874
동부,동대문구,은석초등학교,초등학교, 사립,서울특별시 동대문구 장안벚꽃로  205,31.5,24,37.5683227,127.0751874
동부,동대문구,전동중학교,중학교, 공립, 서울특별시 동대문구 장안벚꽃로 291 ,27.5,21,37.5683227,127.0751874
중부,중구,서울덕수초등학교,초등학교, 공립,서울특별시 중구 덕수궁길 140 ,23.8,20,37.5683239,126.9745091
중부,중구,서울덕수초등학교병설유치원,유치원,공립,서울특별시 중구 덕수궁길 140 ,21.5,4,37.5683239,126.9745091
강서,강서구,서울송화초등학교,초등학교, 공립,서울특별시 강서구 방화대로 340  34길 2 ,24.4,51,37.56833535,126.8174606
서부,마포구,성사중학교,중학교, 공립, 서울특별시 마포구 모래내로9길 16 ,28.4,30,37.568439,126.9118364
서울시,강서구,영등포공업고등학교,고등학교, 특성화고(직업), 서울특별시 강서구 허준로5길 15 ,25.3,26,37.5686089,126.8507035
성동광진,성동구,서울동명초등학교,초등학교, 공립,서울특별시 성동구 마장로29길 29 ,20.6,24,37.5686792,127.036496
동부,동대문구,그림유치원,유치원,사립,서울특별시 동대문구 답십리로56길 21 ,14.1,9,37.5687047,127.0587649
강동송파,송파구,그림유치원,유치원,사립,서울특별시 송파구 동남로23나길 6 ,23.1,8,37.5687047,127.0587649
동부,동대문구,장평중학교,중학교, 공립, 서울 동대문구 답십리로72길 158 ,30.2,29,37.5688334,127.0729248
동부,동대문구,서울전곡초등학교,초등학교, 공립,서울특별시 동대문구 전농로 172 ,21.3,36,37.56888,127.0571
성동광진,성동구,마장중학교,중학교, 공립, 서울특별시 성동구 마장로35나길 31 ,30.2,23,37.5690337,127.0400631
성동광진,성동구,서울마장초등학교,초등학교, 공립,서울특별시 성동구 마장로35나길 31 ,23.5,36,37.5690337,127.0400631
성동광진,성동구,서울마장초등학교병설유치원,유치원,공립,서울특별시 성동구 마장로35나길 31 ,26,2,37.5690337,127.0400631
서울시,강서구,동양고등학교,고등학교, 일반고, 서울특별시 강서구 허준로 50 ,20.6,26,37.56904505,126.8469105
